Region,FE,BR,UNDEFINED,TLB,FP,STALL,UOPS,PRE,INT,L1,L2,L3,L3I,MEM,OFFCORE,RTM
BilinearFilter::ApplyStencil(),0.4991207616310786,0.7396970153867608,nan,0.0,0.5531065975688382,0.5161854648086649,0.7603126153374564,0.553053978062859,0.5531065975688382,1.0,0.5306180827300991,0.5531065975688382,0.5524261303457333,0.7862209647780294,0.5521753801364276,nan
WarpX::shiftMF(),0.349054417550663,0.0,nan,1.0,0.3504230070777813,0.3423181809747873,0.3087026675873506,0.350462471136525,0.3504427786533729,0.3235123565940686,0.35061091679922873,0.3504357067549512,0.4687202447814436,0.607233572069746,0.3504458614450932,nan
