FP	 0.969676	0.929028	0.805816	0.861059
BR       0.999881	0.999857	0.931854	0.945123
TLB      0.96052	0.792666	0.958277	0.96263
L1       0.992971	0.0		0.452683	0.0
L2       0.906004	0.694882	0.0		0.494064
L3       0.730357	0.791365	0.456922	0.654037
MEM      0.0		0.928919	0.725892	0.847229
PREFETCH 1.0		1.0		1.0		1.0
