#	ADD		SCALE		COPY		TRIAD
FP	0.120272	0.128683	0.138291	0.027141
BR	0.303041	0.000000		0.000000	0.148677
TLB	0.108971	0.330799	0.335853	0.104294
L1	0.000000	0.300489		0.301054	0.022150
L2	0.222912	0.003122	0.014024	0.000000
L3	1.000000	0.560118	0.571135	1.000000
MEM	0.661894	1.000000	1.000000	0.209756	
PREFETCH	0.252297	0.183063	0.186320	0.099482
