FP	0.994257	0	0	0
BR      0.790762	0	0.686617	0
TLB	0.631843	0	0.981454	0
L1	0		0	0.992109	0
L2      0.909681	0	0.970863	0
L3      0.9616		0	0.755805	0
MEM     0.976159	0	0.951351	0
PREFETCH	1.0	0	1.0	0
