Region,ARITH:DIVIDER_UOPS,BACLEARS:ANY,BR_INST_EXEC:ALL_CONDITIONAL,BR_INST_EXEC:ALL_DIRECT_JMP,BR_INST_EXEC:ALL_DIRECT_NEAR_CALL,BR_INST_EXEC:ALL_INDIRECT_NEAR_RETURN,BR_INST_RETIRED:CONDITIONAL,BR_INST_RETIRED:FAR_BRANCH,BR_INST_RETIRED:NEAR_CALL,BR_INST_RETIRED:NEAR_RETURN,BR_INST_RETIRED:NEAR_TAKEN,BR_INST_RETIRED:NOT_TAKEN,BR_MISP_EXEC:ALL_BRANCHES,BR_MISP_EXEC:ALL_CONDITIONAL,BR_MISP_EXEC:ALL_INDIRECT_JUMP_NON_CALL_RET,BR_MISP_RETIRED:ALL_BRANCHES,BR_MISP_RETIRED:CONDITIONAL,BR_MISP_RETIRED:NEAR_TAKEN,DTLB_LOAD_MISSES:PDE_CACHE_MISS,DTLB_LOAD_MISSES:WALK_COMPLETED,DTLB_LOAD_MISSES:WALK_COMPLETED_4K,DTLB_LOAD_MISSES:WALK_DURATION,DTLB_STORE_MISSES:PDE_CACHE_MISS,DTLB_STORE_MISSES:WALK_COMPLETED,DTLB_STORE_MISSES:WALK_DURATION,EPT:WALK_CYCLES,FP_ASSIST:ANY,HLE_RETIRED:ABORTED,ICACHE:IFETCH_STALL,IDQ:MS_UOPS,IDQ_UOPS_NOT_DELIVERED:CORE,IDQ_UOPS_NOT_DELIVERED:CYCLES_FE_WAS_OK,ILD_STALL:IQ_FULL,ILD_STALL:LCP,INT_MISC:RECOVERY_CYCLES,ITLB:ITLB_FLUSH,ITLB_MISSES:WALK_DURATION,L1D:REPLACEMENT,L1D_PEND_MISS:FB_FULL,L1D_PEND_MISS:PENDING,L1D_PEND_MISS:PENDING_CYCLES,L1D_PEND_MISS:REQUEST_FB_FULL,L2_LINES_IN:ALL,L2_LINES_OUT:DEMAND_CLEAN,L2_LINES_OUT:DEMAND_DIRTY,L2_RQSTS:ALL_DEMAND_MISS,L2_RQSTS:ALL_DEMAND_REFERENCES,L2_RQSTS:ALL_PF,L2_RQSTS:CODE_RD_HIT,L2_RQSTS:CODE_RD_MISS,L2_RQSTS:L2_PF_MISS,L2_RQSTS:MISS,L2_RQSTS:REFERENCES,L2_RQSTS:RFO_MISS,L2_TRANS:CODE_RD,LD_BLOCKS:NO_SR,LD_BLOCKS:STORE_FORWARD,LD_BLOCKS_PARTIAL:ADDRESS_ALIAS,LOCK_CYCLES:CACHE_LOCK_DURATION,LOCK_CYCLES:SPLIT_LOCK_UC_LOCK_DURATION,LONGEST_LAT_CACHE:MISS,LONGEST_LAT_CACHE:REFERENCE,MACHINE_CLEARS:MEMORY_ORDERING,MEM_LOAD_UOPS_L3_HIT_RETIRED:XSNP_HIT,MEM_LOAD_UOPS_L3_HIT_RETIRED:XSNP_HITM,MEM_LOAD_UOPS_L3_MISS_RETIRED:LOCAL_DRAM,MEM_LOAD_UOPS_L3_MISS_RETIRED:REMOTE_DRAM,MEM_LOAD_UOPS_L3_MISS_RETIRED:REMOTE_HITM,MEM_LOAD_UOPS_RETIRED:HIT_LFB,MEM_LOAD_UOPS_RETIRED:L1_MISS,MEM_LOAD_UOPS_RETIRED:L2_MISS,MEM_LOAD_UOPS_RETIRED:L3_MISS,MEM_UOPS_RETIRED:STLB_MISS_STORES,MISALIGN_MEM_REF:LOADS,MISALIGN_MEM_REF:STORES,MOVE_ELIMINATION:INT_ELIMINATED,MOVE_ELIMINATION:INT_NOT_ELIMINATED,MOVE_ELIMINATION:SIMD_ELIMINATED,MOVE_ELIMINATION:SIMD_NOT_ELIMINATED,OFFCORE_REQUESTS:ALL_DATA_RD,OFFCORE_REQUESTS:DEMAND_CODE_RD,OFFCORE_REQUESTS:DEMAND_DATA_RD,OFFCORE_REQUESTS:DEMAND_RFO,OFFCORE_REQUESTS_BUFFER:SQ_FULL,OFFCORE_REQUESTS_OUTSTANDING:ALL_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING:DEMAND_CODE_RD,OFFCORE_REQUESTS_OUTSTANDING:DEMAND_DATA_RD,OFFCORE_REQUESTS_OUTSTANDING:DEMAND_RFO,OFFCORE_RESPONSE_0:DMND_DATA_RD,OFFCORE_RESPONSE_0:PF_L3_CODE_RD,OFFCORE_RESPONSE_0:PF_L3_DATA_RD,OFFCORE_RESPONSE_0:PF_L3_RFO,OFFCORE_RESPONSE_0:SPLIT_LOCK_UC_LOCK,OFFCORE_RESPONSE_1:DMND_DATA_RD,OFFCORE_RESPONSE_1:PF_L3_CODE_RD,OFFCORE_RESPONSE_1:PF_L3_DATA_RD,OFFCORE_RESPONSE_1:PF_L3_RFO,OFFCORE_RESPONSE_1:SPLIT_LOCK_UC_LOCK,PAGE_WALKER_LOADS:DTLB_L1,PAGE_WALKER_LOADS:DTLB_L2,PAGE_WALKER_LOADS:DTLB_L3,PAGE_WALKER_LOADS:DTLB_MEMORY,RESOURCE_STALLS:ANY,RESOURCE_STALLS:ROB,RESOURCE_STALLS:RS,RESOURCE_STALLS:SB,RS_EVENTS:EMPTY_CYCLES,RS_EVENTS:EMPTY_END,TLB_FLUSH:DTLB_THREAD,TLB_FLUSH:STLB_ANY,TX_MEM:ABORT_CAPACITY_WRITE,TX_MEM:ABORT_CONFLICT,TX_MEM:ABORT_HLE_ELISION_BUFFER_MISMATCH,TX_MEM:ABORT_HLE_ELISION_BUFFER_NOT_EMPTY,TX_MEM:ABORT_HLE_ELISION_BUFFER_UNSUPPORTED_ALIGNMENT,TX_MEM:ABORT_HLE_STORE_TO_ELIDED_LOCK,UOPS_EXECUTED:STALL_CYCLES,UOPS_ISSUED:ANY,UOPS_ISSUED:FLAGS_MERGE,UOPS_ISSUED:SINGLE_MUL,UOPS_ISSUED:SLOW_LEA,UOPS_RETIRED:ALL,UOPS_RETIRED:STALL_CYCLES
incflo::Advance,2.3635524924006734,2.456874772029055,2.399475681615064,2.456503454988774,2.456931197092959,2.456882524698623,2.3689286237220286,1.9282664923803259,2.4568773878422956,2.4568728878427843,2.358766247408313,2.0778186471070397,2.4575992693724187,2.4570139082699374,2.45674545252182,2.458339697642716,2.4589722726512204,2.4621606602897663,2.3996579462757697,2.4566380187782273,2.4564998430423364,2.4603709609049433,2.456443359897149,2.456910520779625,2.4567542050291507,2.456863521870037,2.456863521870037,2.456863521870037,2.456101411027782,2.0767227679723046,2.38709993656826,2.4588430845990445,2.4535533971285024,2.445759262393859,2.4571493693420106,2.4508817240314045,2.456411012557222,2.4568610121910845,2.4181987556174516,2.4566527507913163,2.456865246847404,2.414075920143829,2.456837635325957,2.45738516876195,2.4568290993051223,2.453912464111823,2.4568599673578544,2.4568881860946963,2.45697283632668,2.457468157528775,2.4568704244605923,2.4564157976168586,2.4568659846156673,2.4568710545438424,2.456882091239096,2.45712782008,2.4567705940159907,2.4524021516387693,2.456082726097824,2.406076830443128,2.446897870494582,2.4567698454510216,2.4568636649334836,2.423276812100593,2.404983117108408,2.426303733501021,2.439158703294748,2.453846698220087,2.4568908913577836,2.4568453672352804,2.4568536001291914,2.4487354757779243,2.4569140986467777,2.457152204340298,2.456963858128155,2.3268526226149424,2.456801621492061,2.4569158762375602,2.457017646009059,2.4568671054775857,2.4712666526840024,2.456866990399701,2.4568586884395422,2.4568576035573195,2.4570946027534695,2.4601933733782952,2.4398935091075638,2.4508732195252008,2.456857980877847,2.456863521870037,2.456863521870037,2.456863521870037,2.456863521870037,2.4568742809538238,2.456863521870037,2.456863521870037,2.456863521870037,2.456863521870037,2.457912188767562,2.457083345908187,2.4558771111324464,2.4357892691768464,2.4587006155474755,2.4568607875166637,2.494051249939477,2.4568368896589696,2.4567341342361155,2.4571886026550893,2.456863521870037,2.446012244984483,2.456863521870037,2.456863521870037,2.456863521870037,2.456863521870037,2.456863521870037,2.456863521870037,2.458090890961191,2.45884685187511,2.4566308281616656,2.456863521870037,2.4568755506862914,2.4584808024681513,2.457813588570426
