Region,FE,BR,UNDEFINED,TLB,FP,STALL,UOPS,PRE,INT,L1,L2,L3,L3I,MEM,OFFCORE,RTM
NavierStokes::advance(),0.3058904123903063,0.3601889697851012,nan,0.0,0.38278553026945356,0.5257153091683481,0.38891614420774234,0.38278850333326436,0.38278384317910064,0.38291002038973443,0.44741965760256347,0.3828397394384009,0.33178522637631797,1.0,0.3821246440148369,nan
